Name,id_Number,row_Number,seat_Number,auditorium_Number,score,test_result
"Bobby Mangino",67711195101153423,12,38,6,67.5289,False
"Bobby Scurry",11898201403081928,12,54,5,69.8199,NULL
"Bonnie Lewis",56470193203276826,35,25,6,70.2618,False
"Bonnie Rangel",69495193807306537,59,38,6,73.4755,False
"Brad Cote",92162193605215265,15,13,4,73.4755,False
"Brad Sullivan",45342200511187391,29,43,3,68.3627,NULL
"Brady Sailor",12867195107192524,17,24,6,72.6536,False
"Brandon Dean",87655201912088601,17,50,3,75.2201,NULL
"Brandon Miller",82490199105109919,16,55,2,87.0114,False
"Brandon Saroop",12971200508048562,48,16,6,80.7288,NULL
"Brenda Aranda",61615201301129784,40,53,6,73.4755,False
"Brenda Mcneil",69715197109044913,10,2,6,72.0644,False
"Brenda Musick",41140200706039984,18,61,4,81.7483,NULL
"Brent Galinis",95155196805012044,17,31,3,86.7449,NULL
"Brett Clemons",21896193201204524,30,5,4,73.4755,False
"Brian Guiterrez",10294200010246574,24,19,5,87.6292,NULL
"Brian Hart",14441199904094698,42,24,2,73.7996,False
"Brittany Hanks",90930193209012954,23,26,1,73.4755,False
"Brittney Rinehart",97426196710236735,34,36,4,68.8065,False
"Bruce Campbell",82747194603182305,14,9,1,70.4635,False
"Bruce Fleming",64012193309239439,15,19,1,59.3601,False
"Buford Harp",35011194005084792,56,34,1,64.7194,False
"Candace Willner",91286197408046892,55,14,4,73.4166,False
"Cara Price",71609194907298405,26,23,5,71.5176,False
"Carl Hundley",19498198304208868,6,30,3,62.1916,False
"Carl Thomas",38728195305209987,3,24,4,50.2481,False
"Carla Mullins",42363194403059543,54,41,2,79.2208,NULL
"Carlos Davis",41863201702018168,50,59,2,81.1737,NULL
"Carlos Garcia",55995195706117890,19,40,4,78.3453,False
"Carol James",59431201401107225,43,18,3,73.4755,False
"Carol Rockett",77881198211284830,10,61,5,73.4755,True
"Carol Taylor",71734196102228688,51,25,6,75.0076,NULL
"Carol Westervelt",98989198108025004,25,14,5,78.8333,False
"Carole Kirschner",19633198511086702,50,11,6,66.0026,False
"Carrie Basista",22775193209302214,5,39,1,58.8553,True
"Carrie Beck",72320194509214971,36,28,5,69.6495,False
"Carrie Petty",10659194601181204,47,30,2,56.7895,NULL
"Carrie Speer",12594199402283523,51,34,4,85.3143,True
"Casey Cain",55656198102202194,39,19,2,87.6249,False
"Catherine Davis",20353198308262715,28,42,2,77.4604,False
"Catherine Juan",40697193508141084,28,32,1,53.4115,NULL
"Catherine Lindblad",10796200402025316,9,4,1,84.7455,False
"Cathrine Hunt",33259200609168855,19,46,2,84.3282,False
"Celia Pope",99797195301319892,50,31,4,59.0997,False
"Chad Renfro",47025195312318689,11,16,5,75.5013,False
"Chad Wischmeyer",54451199810112237,46,37,4,87.5516,False
"Charlene Sours",55639195607109132,21,56,6,67.3922,False
"Charles Dettloff",51508194710074932,39,22,3,71.5003,False
"Charles Doubet",53662198110078368,12,13,3,80.178,False
"Charles Engle",64837199602146795,30,45,1,81.8637,True
"Charles Frey",54817195104089325,43,21,6,70.2741,NULL
"Charles Garcia",28664199005025697,52,28,2,92.2137,False
"Charles Gorman",48447195703141734,34,3,3,74.3493,False
"Charles Perez",37061196301012038,30,6,4,68.0764,False
"Charles Sumter",45695196605302708,31,19,6,69.6932,False
"Charley Phillips",67565200312033325,62,43,3,82.1011,True
"Charlotte Mabry",51589197512107500,16,56,5,73.4755,NULL
"Chelsea Millerbernd",63118196705038241,43,52,3,79.9584,False
"Cheryl Vandis",90123201109191103,31,20,2,82.9423,NULL
"Chris Cluff",50284194502149292,33,25,4,76.1291,False
"Chris Reed",61492198509143532,47,44,4,73.3194,NULL
"Christina Moya",11211195910244486,46,50,6,76.1876,False
"Christine Pentek",20473197605054976,60,40,6,73.4755,False
"Christopher Rosa",32868199909091150,13,16,4,81.0482,False
"Christopher Salls",18799196806141539,33,24,4,68.5293,NULL
"Christopher Stewart",78876196801193387,20,26,5,73.4755,False
"Christopher Thompson",72980195512021530,9,49,2,80.9185,NULL
"Christopher Warren",98494198207156482,6,20,2,70.5116,False
"Christy Maymon",17272201211294238,31,55,3,56.1023,True
"Chrystal Belden",60149202002222999,17,15,4,75.5105,NULL
"Cindy Houk",24411198903124973,62,29,4,76.0666,NULL
"Cindy Moore",53915195407176010,42,53,2,65.9913,False
"Cindy Olivarria",71594194904118729,34,30,5,72.5824,False
"Claire Moore",93316200806277065,14,21,2,70.3519,False
"Claudia Soriano",14499193612165637,58,9,3,70.5975,False
"Clemmie Brooksher",71641196902155391,25,5,2,80.4439,False
"Clifford Lawrence",20531199604015236,61,60,4,76.9546,False
"Coleen Simpson",94051201107085336,57,27,6,80.3531,False
"Colleen Berntson",69768194710104193,29,38,3,69.9224,False
"Colleen Pinter",80645201311053246,54,48,3,76.9385,False
"Cornelius Story",64265194608138469,34,38,6,65.3745,NULL
"Courtney Davies",74813194501126743,52,16,2,65.4772,False
"Cynthia Camille",34686201206284561,56,54,3,74.9055,False
"Cynthia Mendez",32080199708018481,49,43,5,87.3112,NULL
"Cyril Nestor",49206199001182334,19,36,5,80.8371,True
"Daniel Cooper",54195200801095803,19,55,3,83.5186,False
"Daniel Dailey",17428196606279701,23,28,1,55.8739,False
"Daniel Leonard",79739199103292083,35,42,4,92.0023,NULL
"Daniel Sanchez",37553197502243404,24,24,6,78.6946,False
"Daniel Wilson",20080196209282953,38,49,2,75.1503,False
"Danny Richardson",89903199608268677,14,60,2,83.5772,False
"Dara Andrade",10425194108116551,3,24,5,60.206,False
"Darla Hill",56053198602123786,2,17,2,86.5143,NULL
"Darrell Carney",41151201103202243,16,8,4,73.4223,False
"Darrell Gonzales",31674195408089980,8,35,3,68.0977,False
"Dave Houchin",82320195309295457,48,9,2,58.6048,False
"David Cruz",38532199003046912,52,48,6,77.9626,NULL
"David Hartman",14130196010186761,21,54,3,76.5357,False
"David Jenkins",32330193006282079,19,13,3,48.134,False
"David Loftus",72735198405152841,46,11,5,73.4755,NULL
"David Osborne",36830198307154253,48,53,5,75.1947,NULL
"David Salinas",81367201004022388,25,28,3,75.5481,False
"David Sandstrom",73001193401048498,32,36,2,60.4548,False
"David Warner",51737195306283716,37,34,3,73.1114,False
"Dawn Lofaro",10852199710018785,59,17,3,93.7248,False
"Deanna Duncan",37970196805143247,45,11,6,73.4755,False
"Debbie Whyte",75845196003206238,24,37,5,73.4755,True
"Deborah Fletcher",67044194409029979,44,7,2,76.149,False
"Deborah Hubbard",12425193501064986,5,3,5,57.6393,NULL
"Debra Salcido",72682199110114254,50,11,3,74.8251,False
"Debra Washington",76641201303017597,20,4,1,73.4755,True
"Debra Yarbrough",68479200306026864,31,39,1,92.4353,False
"Denise Hanson",49979197912142985,57,39,1,73.5087,NULL
"Denise Reyes",66636197112028331,52,63,4,70.092,True
"Desiree Dobson",59909198301016872,14,4,3,78.4585,False
"Diane Adolphson",73310200101141115,37,31,3,76.5967,False
"Diane Kessler",59639198502183735,23,56,6,85.7072,False
"Diane Miller",95516201202158928,40,56,5,73.6074,NULL
"Diane Streeter",44649196010139478,1,1,1,77.1668,False
"Diane Tate",57847197603297411,41,30,2,77.0533,False
"Dixie Hyder",67789193210259700,13,11,4,66.6191,NULL
"Dixie Sandoval",40354193507271593,30,38,5,53.4316,NULL
"Dominique Ortiz",21128193206012281,50,36,3,66.3441,False
"Don Rustin",58298195205091137,1,24,3,66.5805,False
"Donald Blankenship",23733197710203357,3,37,5,73.8848,False
"Donald Deal",82672199304271049,49,54,6,88.9569,NULL
"Donald Keepers",78413194005276787,13,42,6,66.1542,False
"Donald Kille",64849195103064242,14,35,6,78.8253,False
"Donald Mcmahon",59040201510045758,42,48,5,64.732,NULL
"Donald Nopper",12175196803011457,27,24,3,72.9553,NULL
"Donald Tracy",24381193405167927,19,45,4,68.848,False
"Dong Price",40198195709067573,1,13,5,66.6282,False
"Donna Evans",45277200408062314,7,59,2,72.9746,False
"Donna Steadman",90601198710076826,53,25,2,73.4755,NULL
"Donna Weller",62586193406063201,22,32,2,57.37,NULL
"Donnell Jackson",50859198607055374,14,51,3,81.9052,False
"Donovan Brady",53581201711254780,47,48,5,77.9339,False
"Doris Clark",20642197201292976,38,13,5,77.9492,False
"Doris Dejesus",76272193702131121,2,23,2,49.0432,False
"Doris Foster",94443194710026363,22,56,4,78.9573,NULL
"Dorothy Rollo",30885197112166395,44,52,5,76.9053,False
"Dorothy Whitehurst",86090199907139033,46,31,1,88.0716,False
"Douglas James",46895193909149725,50,53,3,73.4755,False
"Earl Costa",14934197811017962,10,63,4,74.1422,NULL
"Earl Wilcox",38297197406101972,19,9,6,80.0679,NULL
"Earlean Dye",10101200012298295,11,42,6,73.4755,False
"Ed Cohen",54618199312293334,52,39,2,93.0124,False
"Edith Trunzo",62304199602218248,25,3,5,67.4031,False
"Eduardo Stadther",60010195109122524,56,58,2,57.3373,False
"Edward Harris",26563193411083134,53,4,6,58.6319,NULL
"Edward Jordan",39463197203026616,64,23,2,66.2984,NULL
"Edward Sinclair",20204195405024534,34,43,1,69.9957,True
"Edward Swain",23864198504105799,61,34,2,82.7326,NULL
"Edward Towler",41810197607233125,10,45,5,87.6545,False
"Edwin Stocks",46903198209247170,8,33,2,69.0839,True
"Eileen Allen",12873193002112034,19,33,2,73.4755,NULL
"Eileen Kinne",75211194710161618,31,45,4,59.6113,False
"Eileen Patrick",77957195012148397,43,23,2,65.1142,False
"Elbert Biggs",88258201004222381,8,45,4,64.6992,False
"Eleanor Nicole",70181198510242614,43,43,5,72.5715,False
"Eliza Galbraith",67408196111147063,48,26,3,68.9623,False
"Elizabeth Fair",36133198103315655,22,23,1,83.4864,NULL
"Elizabeth Leiker",41889200409237812,37,39,1,88.421,NULL
"Elizabeth Munos",17715201502082938,24,9,1,74.8914,False
"Elizabeth Pritchard",21376195202234692,15,33,2,67.6537,NULL
"Elizabeth Taylor",70231199006168271,13,44,3,79.4973,False
"Elmer Jimenez",55090194412199201,27,3,4,73.4755,False
"Elois Fox",93840201303292015,26,46,6,83.5012,False
"Ema Johnson",53380201210241202,38,12,4,72.4638,NULL
"Emma Molina",59489197403266513,49,41,3,74.2422,False
"Enrique Houston",22359196003242877,41,20,6,68.4299,False
"Eric Anderson",90097200702272644,58,21,6,70.362,False
"Eric Piccoli",40724201603049658,3,24,6,80.96,False
"Eric Walker",24623200410089491,15,31,5,78.8138,False
"Erica Lappin",34915193307116230,10,31,3,70.3245,False
"Erik Shevlin",12692197404259202,39,38,4,71.7206,False
"Erma Thacker",59586198306034325,36,46,3,79.4665,False
"Ethel Hicks",10654198811307772,42,3,6,73.4755,False
"Eugene Cooper",19550195201194869,8,27,1,73.5756,False
"Eugene Southard",31867200305208078,61,42,4,71.1006,False
"Eunice Foster",82823197710267401,5,14,6,67.48,NULL
"Eunice Miller",83749194508084145,3,56,4,59.9943,NULL
"Eva Garske",54675194104155989,14,24,1,60.8262,NULL
"Eva Heatherington",72983198303252601,12,1,6,73.34,False
"Eva Karle",38479196204206109,13,31,4,72.8188,True
"Evangelina Shoop",75090195402173395,47,29,2,70.1202,False
"Evelyn Armstrong",64211194711238274,5,10,3,63.9684,NULL
"Evelyn Lynch",12317194101154547,27,42,5,60.7859,False
"Evelyn Smith",14522198303155500,2,53,2,64.7337,False
"Fabian Ludwig",70017199506293521,37,39,6,73.4755,False
"Faustina Hernandez",76627196412196441,19,32,4,73.4755,False
"Faye Velazquez",54416193112067542,3,26,2,73.4755,False
"Felicia Everette",94306194808292528,4,20,4,75.4529,NULL
"Fern Weiner",90406200404289003,38,62,4,82.0236,False
"Flora Mireles",14100201306262489,20,45,1,75.3552,NULL
"Floyd Heyward",22073200712023199,29,3,2,86.9455,False
"Floyd Trappey",43182198711208220,34,18,3,80.0721,False
"Forest Stoddard",61027196703096504,22,26,5,69.6881,False
"Forrest Wheeler",21021197504103621,23,8,5,85.4194,False
"Frances Clark",15189195306036380,43,15,1,64.4389,NULL
"Francis Ferree",11608195907253874,42,29,2,68.9115,NULL
"Francis Monteleone",80092201702099157,42,31,2,82.7957,NULL
"Francis Morgan",53344200306254500,10,49,6,87.2115,False
"Francis Rush",74349196507026377,15,10,4,66.2127,NULL
"Francisca Rothenbach",19345195308139983,8,44,2,59.7337,NULL
"Francisco Nash",94987195311025428,48,8,2,61.3456,False
"Frank Alexander",59187197003109476,44,1,3,73.4755,NULL
"Frank Ford",72128200112225673,10,15,1,82.9572,False
"Frank Ruiz",52006200809084291,16,25,2,72.7304,False
"Fred Gill",65227193810027063,39,31,1,73.4755,False
"Fredia Atkins",20921195003304344,33,43,5,72.345,False
"Freeman Foster",92381197108138012,32,12,6,73.4755,NULL
"Gabriel Haring",97195195804212191,38,19,4,66.39,False
"Gary Griffith",99574201604172357,60,5,6,72.6079,NULL
"Gary Hill",83511194004113363,7,21,3,62.772,False
"Gary Hoffman",69369201203234018,10,34,4,85.1565,False
"Gary Muniz",28926200802136119,49,5,5,84.7426,False
"Gary Plummer",16605200212278101,25,25,5,78.9506,False
"Gayle Williamson",93669201603287870,33,59,5,83.035,False
"George Alexander",47332201401058671,50,63,4,81.2606,False
"George Ferrell",13445197909252073,37,18,2,78.6111,NULL
"George Houston",87836193212069721,19,3,3,55.4551,NULL
"George Kollross",40355197301288351,21,35,4,75.5446,False
"George Payne",53194194504289612,7,34,5,69.3577,False
"George Robinson",32261195701117978,45,50,3,69.2552,NULL
"George Sandoval",89951196204305250,6,45,1,68.4721,False
"Georgia Lawrence",23899198210034557,8,16,3,84.686,False
"Georgia Piles",50016193911261171,13,62,2,60.1399,NULL
"Gerald Paschal",44047193010265849,30,17,2,62.1187,False
"Geraldine Poissant",74617193508201253,1,15,2,69.8393,NULL
"Gladys Brown",63285193004266894,15,2,4,73.4755,True
"Gladys Fernandez",16450199908158161,55,17,2,73.4755,False
"Gladys Hopkins",11018201403262614,61,58,4,79.8183,False
"Glenda Mackey",96706194005272011,2,12,2,59.8984,True
"Gloria Benson",41616197206225440,17,30,5,83.1695,True
"Gloria Hollins",76229194107287825,2,8,6,79.6707,False
"Gloria Williams",66873200006305180,25,46,2,83.254,NULL
"Grace Markle",85309196811291523,53,38,2,83.3136,False
"Grady Rose",68515193501305139,17,27,6,66.8463,False
"Greg Beeson",87643193209093020,38,2,3,61.1875,False
"Greg Duhl",98040194910256952,47,20,4,57.6183,False
"Gregory Brinson",27706197305186071,18,6,1,78.9157,False
"Gregory Kratz",57987195012198722,61,21,3,58.8781,NULL
"Gregory Olaughlin",36735201410234245,50,57,6,73.4755,NULL
"Gregory Pou",11386197308131696,24,20,3,79.9812,False
"Griselda Vance",74302198610249130,21,12,1,78.0678,False
"Gustavo Siegal",81747201506125532,50,46,5,79.1667,False
"Hannah Mays",65166198007116342,2,2,1,75.8258,NULL
"Harold Green",94587193907151752,49,11,6,59.8493,False
"Harriett Wilson",27600195303286880,25,5,4,76.0794,False
"Harvey Grisby",43778193303276881,7,54,2,64.9482,False
"Hazel Smith",39103199701206519,61,26,6,85.7789,False
"Hazel Thomas",84679198507208225,32,12,5,86.8725,False
"Heather Eastwood",55295198506062449,14,19,5,73.2033,NULL
"Heather Schultz",87487201610128778,14,30,1,63.988,False
"Helen Ducksworth",84376200409149235,19,17,4,84.724,False
"Helen Getz",48788194006164917,49,13,6,64.2854,False
"Helen Grove",42540200208123994,47,21,6,86.5484,False
"Helen Mcinnis",58095200506163135,44,46,3,80.7424,NULL
"Helen Miller",91172200711124587,53,33,3,84.1148,True
"Helen Obrien",33572198902232229,53,46,3,92.6387,False
"Helen Read",27876198812047912,20,15,6,75.5721,False
"Helen Stafford",92159196607207803,29,44,5,71.7385,False
"Helena Porter",80578199410065879,10,31,1,73.4755,True
"Henry Brunner",60510201607217417,18,7,5,72.6189,True
"Henry Gilbert",81922201702151204,43,31,6,77.079,False
"Henry Ramos",82768194512116821,15,59,5,62.6695,False
"Henry Vullo",72202201412117239,11,23,6,73.4755,NULL
"Herb Soape",42304193211237468,63,44,3,62.0768,NULL
"Herbert Rowe",13291200303079787,48,11,2,87.4271,False
"Hester Shawler",92225193003028453,46,3,6,59.4065,False
"Hilda Tan",85041194401317408,12,24,3,55.4802,False
"Hiram Baker",96381197209011753,42,6,6,82.7889,False
"Homer Castillo",23900200503036180,29,23,6,84.544,False
"Horace Tull",69054197704018235,4,14,6,76.4109,False
"Hortensia Farias",96524201404172298,44,37,4,74.9111,False
"Howard Jones",66591198909242494,50,33,2,77.2395,NULL
"Hubert Paquette",15853193512262889,5,53,3,47.0349,False
"Hugh Dumar",53155198405218726,17,40,4,80.1851,False
"Ina Turner",38103195807011489,46,35,6,76.3446,NULL
"Irene Hubert",27086195607135733,36,62,5,65.5154,NULL
"Irene Newman",35549200612111365,21,48,3,79.0744,True
"Irene Vogel",64696196802242359,3,22,1,71.0291,False
"Isabell Figueroa",28922193805241268,1,41,3,73.4755,False
"Isreal Mckinnon",98539199610013277,45,18,1,73.4755,False
"Jack Rojas",77837200108294041,32,32,4,83.4537,False
"Jack Swofford",66162197703015370,63,25,2,67.6225,NULL
"Jacquline Yeargin",55832200012078398,37,24,6,73.4755,False
"Jaime Ware",53308198106205754,16,34,1,88.4043,NULL
"Jaimee Miller",50169200906242741,23,41,4,83.9859,False
"James Alberto",71487194307159394,4,39,1,72.1502,False
"James Alvarez",52437197002236129,35,12,1,56.3097,NULL
"James Delap",61791199307036929,44,48,3,74.4292,NULL
"James Edwards",39651195911168433,33,57,4,70.1228,NULL
"James Kinkead",19820194706137783,6,30,1,72.4996,NULL
"James Maddox",46760197210153609,28,21,4,71.3433,False
"James Maes",51082201011224297,24,60,5,79.381,NULL
"James Mccarville",13248194809148565,28,63,4,75.4094,NULL
"James Mckittrick",80640199809067061,8,28,2,80.8888,False
"James Parish",95175196907145774,41,16,4,65.1182,False
"James Perry",19988197105047800,18,36,3,80.7069,False
"James Piirto",42426195103081523,3,60,4,78.4151,False
"James Rubio",60015198005093559,54,27,4,81.1798,False
"James Smith",31601199803082865,39,33,5,83.0323,False
"James Tran",65966201208027396,33,52,3,73.4755,False
"James Warnock",88378195805063100,7,22,2,71.91,False
"James Williams",29885198812087270,1,37,4,81.5898,False
"Jamie Mcmillian",58103196506053103,40,34,5,70.3569,NULL
"Jane Hudson",98731196201172998,23,33,2,65.4549,False
"Jane Myles",23684193912134828,62,20,3,62.2394,NULL
"Jane Newell",50923199212016304,17,59,5,93.1514,True
"Janet Evans",97736193501195356,17,49,6,70.9387,False
"Janet Sanders",69086201102242250,2,45,1,73.4755,NULL
"Janice Kirkland",38177201411076615,26,26,3,73.816,False
"Janis Crawford",70587193501133082,48,12,2,51.9275,NULL
"Jason Patterson",68913199805224034,52,31,2,73.4755,False
"Jay Calhoun",42883197411308036,54,10,4,83.8879,True
"Jay Gray",26140201102141596,21,13,6,75.544,NULL
"Jazmin Castleman",66628193808192469,42,7,1,77.5145,False
"Jeanette Briant",23282197505216880,58,28,4,84.5177,False
"Jeanette Gottron",27184200506097149,48,60,2,87.7005,True
"Jeanette Guzman",39239196112196164,13,16,5,72.8316,False
"Jeff Josephson",69165194701041836,17,24,5,69.2131,False
"Jeff Wilson",69563197101039477,38,32,1,73.4755,False
"Jeffery Smith",56767200806052475,56,7,2,78.4039,False
"Jeffrey Accardo",68214201011102273,50,1,4,81.5781,NULL
"Jeffrey Brown",37779197206257450,44,8,3,66.8719,False
"Jeffrey Snyder",48961195304034093,3,8,6,72.5891,False
"Jennifer Chavarria",50683201505092848,53,1,6,74.7693,False
"Jennifer Maddox",32350193108167326,1,37,1,67.0049,False
"Jennifer Nappi",94190199607237456,64,54,2,65.3947,False
"Jennifer Vidrine",76427198405217224,11,5,4,75.6182,False
"Jenny Lindgren",15430194303069417,39,13,5,73.4755,False
"Jeremy King",84606201911057078,12,55,3,79.7298,False
"Jeremy Menz",69789200507249689,49,29,4,75.6907,NULL
"Jerome Hennen",64952198008132238,59,22,6,77.7033,False
"Jerome Osborne",68659195911086442,39,33,3,70.2173,NULL
"Jerry Ealy",13941195609168044,35,30,4,76.2157,False
"Jerry Ford",84614200204138494,51,56,6,73.4755,False
"Jerry Thomas",31648195002032784,5,11,3,72.9501,False
"Jesse Simon",46324197708116960,6,51,5,59.0109,False
"Jessie Putman",30697199804037453,38,7,2,89.6523,NULL
"Jesus Morris",54493198304252904,30,49,3,79.3873,False
"Jewell Brown",82554202003292344,41,63,4,82.7881,False
"Jim Deleon",10058196701136852,34,32,6,75.7815,False
"Jim Driggers",88438198102121874,23,17,5,83.8636,False
"Joan Fleeger",77883196901166747,29,45,3,65.7164,NULL
"Joan Johnson",39287198706202778,63,34,3,71.3793,False
"Joann Heisler",52832200604089710,4,21,5,78.5001,False
"Joanne Leon",62540197302037644,19,15,3,66.4799,NULL
"Joanne Porada",87348199506197254,63,51,2,83.801,False
"Joe Duncan",26833201409237738,13,64,4,75.7394,False
"Joe Johnson",37802200206245512,1,4,4,76.5539,False
"Joe Long",48620201003025583,19,24,6,73.4755,NULL
"John Anderson",65372194612188372,23,12,1,70.8193,False
"John Brown",49215195905313230,49,33,1,71.7974,False
"John Coon",56467201101111206,19,34,6,81.9224,False
"John Craven",22710198703078189,14,24,4,68.734,NULL
"John Ellsworth",33676197710149927,14,39,1,62.764,NULL
"John Everhart",14895195911216021,34,57,2,72.7179,False
"John Herbert",59360201503118531,56,20,6,76.6099,False
"John Ince",57147194901032098,58,31,4,70.3762,False
"John Jennings",83680199908227760,60,54,4,80.2648,False
"John Johnson",46773194911121036,42,9,4,70.8355,False
"John Jones",52615196702078263,16,35,4,83.7884,False
"John Mckinney",60197200504076418,48,41,3,80.9289,False
"John Oconnell",21777193106182225,57,33,6,64.1252,False
"John Sedillo",82515194701161027,37,50,6,74.1512,False
"John Sims",69894194207283277,15,25,2,67.3772,False
"John Stacy",29340198308274017,59,14,4,82.4969,False
"John Thies",21847196112152659,31,8,4,67.8848,True
"John Williams",39462200103244715,31,38,5,67.681,False
"John Wolfe",54286194409145421,47,30,4,64.2206,NULL
"John Wright",37748194010159162,6,31,5,67.1385,False
"Johnnie Liszewski",92637193204144883,48,11,1,63.1538,False
"Johnnie Ochs",31991200201212715,27,39,2,86.1668,False
"Johnny Miller",55981199202167518,48,13,6,88.8262,False
"Johnny Molina",76720195309258260,23,1,6,58.1016,NULL
"Jon Warren",86672200508262086,7,28,6,73.4755,False
"Jonah Bell",19273199803141039,29,2,5,77,True
"Jonathan Dominguez",58430195603185550,55,46,2,73.4755,False
"Jonathan Gatlin",32758193203065506,17,43,1,52.4245,False
"Jonathan Manalili",15613197404161444,61,31,4,77.4918,False
"Jordan Edwards",73478194804173553,42,27,1,71.6075,False
"Jorge Dell",95464196812068331,34,20,4,73.6219,False
"Jorge Washburn",71320201308093363,6,16,2,67.6371,False
"Jose Cooper",39364193803151356,30,53,5,67.6715,False
"Jose Jones",68267193407033939,24,30,6,73.4755,False
"Jose Pantoja",60260194402299514,36,39,6,74.0562,False
"Jose Tucker",86528196102119236,6,53,3,73.4755,NULL
"Jose Wenthold",75038193507267278,11,7,3,70.7685,False
"Joseph Cornejo",59684193312019538,19,6,5,64.7492,NULL
"Joseph Emmons",69655198707142032,52,46,2,76.8796,NULL
"Joseph Fugate",59360201512156881,59,43,6,80.4609,False
"Joseph Green",83507193312244879,15,32,3,70.0503,NULL
"Joseph Johnson",56384201702164118,26,24,2,86.8002,False
"Joseph Kurohara",18427201411113715,35,35,5,79.583,False
"Joseph Mobley",97775198908301598,16,52,5,73.4755,False
"Joseph Shakir",48034201312246504,30,42,4,88.7364,NULL
"Josephine Essary",63642198810046626,50,42,3,87.3428,NULL
"Josephine Lytle",26967195501283573,22,55,5,71.8851,False
"Josephine Moyer",30717193305221817,56,38,4,59.8576,True
"Josephine Nelms",57595196412108024,43,42,1,68.5145,NULL
"Josh Deatherage",21772197604011330,46,22,3,89.2599,False
"Joshua Haines",96605201112144012,55,9,6,77.1758,True
"Joshua Lacy",11187200505314192,16,51,3,84.8663,False
"Joyce Finnegan",51576195507121228,57,26,4,58.9146,False
"Joyce Hall",16819200204277120,25,36,5,81.1372,False
"Joyce Reimold",70843197909148939,64,5,2,86.742,False
"Juan Easley",83445196302049203,31,36,2,67.1793,NULL
"Juan Johnson",12541200205101885,27,46,5,82.8416,False
"Juan Morris",65652193912058618,17,6,5,73.4755,NULL
"Juana Horne",16716201702133140,51,14,6,75.0873,False
"Juana Sims",11741197709172493,44,61,2,85.5624,True
"Juanita Bradley",48376199910217703,49,44,5,73.4755,NULL
"Judith Lamar",34551201501283474,25,4,4,74.0209,False
"Judy Adams",70904197107123418,44,7,1,76.4148,False
"Judy Bauer",90720198108077997,47,58,5,73.4755,False
"Julia Harrison",86706193407229231,31,15,2,66.0597,False
"Julia Poole",81419197403258753,12,4,2,87.6359,False
"Julie Roesser",56793194005136739,60,11,2,73.4755,False
"Justin Haynes",16519199909152443,19,40,1,74.7725,False
"Karen Beatty",33340194710128766,21,34,5,66.7586,False
"Karen Durham",77032200803124732,43,12,5,80.4446,NULL
"Karren Garcia",58979199909284387,45,11,3,73.4755,False
"Katherine Barr",56337196910113371,7,33,5,74.4935,NULL
"Katherine Macgregor",95097201009175586,5,34,4,72.7212,False
"Katherine Parks",22181201901176201,4,44,2,83.2721,False
"Kathleen Dement",82281195305096888,60,40,3,71.6525,False
"Kathleen Phipps",18490199301165141,13,26,4,75.073,False
"Kathy Haines",89391198603192477,24,43,2,74.0594,False
"Keisha Smith",18057197012206639,30,8,5,73.4278,False
"Keith Dickey",38338195009091768,10,58,5,56.231,False
"Kelley Davis",62300193905311107,35,22,6,66.3324,False
"Kelly Crowl",25679200906017370,55,29,6,72.8826,False
"Kelly Valles",61630201901246919,2,40,5,83.3151,False
"Kelvin Davis",52883195107123815,44,1,4,71.8533,NULL
"Kendall Teneyck",61011198105176962,11,43,6,84.1301,False
"Kenneth Abbott",12704199901231545,58,22,4,85.4913,False
"Kenneth Boyd",18109200712034227,42,3,5,65.3041,True
"Kenneth Burk",90502195912149864,20,46,3,67.1987,False
"Kenneth Lennon",29365197012086325,15,56,6,83.2963,False
"Kenneth Perez",10109201608289559,8,35,4,77.0821,False
"Kenneth Valentine",15712196102226853,28,8,5,75.7129,NULL
"Kenneth Velasquez",69688197202145280,46,18,4,77.6959,False
"Kent Aldrich",29503199610297690,3,34,5,74.6518,False
"Kent Garrett",20524202002144171,33,40,2,77.2148,NULL
"Kenya Andrade",77017200203272878,11,45,1,78.9726,False
"Kenya Bryan",45182196707268629,41,7,2,80.2978,False
"Kevin Busi",93298199509111044,4,5,4,77.5807,NULL
"Kevin Capossela",59153196701149214,57,39,3,77.144,NULL
"Kim Saumier",84121197502082661,30,18,4,68.472,False
"Kim Stevens",19831199603037421,14,41,4,86.0206,False
"Kimberly Moquin",87691194006256768,43,22,1,73.4755,False
"Kimberly Nichols",63928201612019317,55,43,6,67.1032,False
"Kimberly Pickering",86372193308267803,50,4,5,60.236,False
"Kimberly Proffitt",98583196509164252,18,25,3,74.9241,False
"Kirsten Street",68235201511216789,10,1,3,58.9822,False
"Kristen Downs",98978197404196704,12,11,5,73.4755,False
"Kristin Garrison",36534198411089388,50,52,6,82.4286,False
"Kurt Bundick",36100194504245211,11,29,1,64.0664,False
"Kyle Mariano",43098199504215414,25,28,4,73.4755,NULL
"Lacy Felker",90785194605027896,19,10,6,71.7923,False
"Lacy Garrison",35186199601082872,13,36,3,87.0737,False
"Laraine Wawrzyniak",46630193911036157,21,49,2,79.5695,False
"Larry Diaz",52144201705107056,5,33,6,73.4755,NULL
"Larry Hayes",44287197607235452,13,15,3,76.2959,NULL
"Larry Jordan",56716199409177320,1,51,2,84.2865,False
"Larry Martin",92732199611152125,26,3,3,87.8083,False
"Laura Bose",22575196808027334,19,48,3,70.9221,False
